,Unnamed: 0,file,speaker,noise,codec,snr,kbps,wer
119,0,61-70968-0000,speaker_1,park.wav,opus_speech,20,32,0.0
120,0,61-70968-0000,speaker_1,park.wav,opus_speech,10,8,0.8823529411764706
121,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,10,32,1.0
122,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,10,32,0.8235294117647058
123,0,61-70968-0000,speaker_1,park.wav,opus_speech,20,128,0.1176470588235294
124,0,121-121726-0000,speaker_2,park.wav,opus_speech,10,8,0.9411764705882352
125,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,10,128,1.0
126,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,20,32,0.1176470588235294
127,0,121-121726-0000,speaker_2,park.wav,opus_speech,20,64,0.1176470588235294
128,0,121-121726-0000,speaker_2,park.wav,opus_speech,10,128,1.2941176470588236
129,0,61-70968-0000,speaker_1,park.wav,opus_speech,10,32,1.1176470588235294
130,0,121-121726-0000,speaker_2,park.wav,opus_speech,20,16,0.1176470588235294
131,0,61-70968-0000,speaker_1,park.wav,opus_speech,10,16,0.7058823529411765
132,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,10,128,0.9411764705882352
133,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,20,8,0.2352941176470588
134,0,61-70968-0000,speaker_1,silence.wav,opus_speech,10,128,0.0
135,0,121-121726-0000,speaker_2,park.wav,opus_speech,20,32,0.1176470588235294
136,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,20,128,0.1176470588235294
137,0,61-70968-0000,speaker_1,silence.wav,opus_speech,10,8,0.0
138,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,10,8,1.0
139,0,61-70968-0000,speaker_1,park.wav,opus_speech,10,64,1.0
140,0,121-121726-0000,speaker_2,park.wav,opus_speech,20,128,0.1176470588235294
141,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,20,64,0.1176470588235294
142,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,20,16,0.0
143,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,10,16,0.9411764705882352
144,0,61-70968-0000,speaker_1,meeting.wav,opus_speech,10,64,0.9411764705882352
145,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,10,64,1.0
146,0,121-121726-0000,speaker_2,meeting.wav,opus_speech,10,16,0.9411764705882352
147,0,61-70968-0000,speaker_1,park.wav,opus_speech,20,64,0.1176470588235294
148,0,121-121726-0000,speaker_2,silence.wav,opus_speech,10,128,0.1764705882352941
149,0,61-70968-0000,speaker_1,park.wav,opus_speech,20,16,0.1176470588235294
